11/11/2024, 70
12/11/2024, 59
13/11/2024, 65
14/11/2024, 72
15/11/2024, 56
16/11/2024, 77
17/11/2024, 54
18/11/2024, 63
19/11/2024, 82
20/11/2024, 50
21/11/2024, 61
22/11/2024, 54
23/11/2024, 78
24/11/2024, 77
